185,0.82,1.12,0.9848979711532593
195,0.82,1.12,0.999183714389801
205,0.82,1.12,0.9848979711532593
215,0.82,1.12,0.9853060841560364
225,0.82,1.12,0.9834693074226379
185,0.84,1.12,0.954081654548645
195,0.84,1.12,0.981632649898529
205,0.84,1.12,0.998367428779602
215,0.84,1.12,0.9697960019111633
225,0.84,1.12,0.9975509643554688
185,0.86,1.12,0.9853060841560364
195,0.86,1.12,1.0
205,0.86,1.12,0.9828571677207947
215,0.86,1.12,0.9381632804870605
225,0.86,1.12,0.9853060841560364
185,0.88,1.12,0.999387800693512
195,0.88,1.12,0.9934694170951843
205,0.88,1.12,0.9989795684814453
215,0.88,1.12,0.996734619140625
225,0.88,1.12,0.9844897985458374
185,0.9,1.12,0.9981633424758911
195,0.9,1.12,0.9981632232666016
205,0.9,1.12,0.9685713648796082
215,0.9,1.12,0.999387800693512
225,0.9,1.12,0.9702041745185852
185,0.82,1.1500000000000001,0.9559183120727539
195,0.82,1.1500000000000001,0.9853060841560364
205,0.82,1.1500000000000001,1.0
215,0.82,1.1500000000000001,0.9855101704597473
225,0.82,1.1500000000000001,0.9853060841560364
185,0.84,1.1500000000000001,0.999387800693512
195,0.84,1.1500000000000001,0.9934694170951843
205,0.84,1.1500000000000001,0.9700000882148743
215,0.84,1.1500000000000001,0.9997959733009338
225,0.84,1.1500000000000001,0.9997959733009338
185,0.86,1.1500000000000001,0.999387800693512
195,0.86,1.1500000000000001,0.9844897985458374
205,0.86,1.1500000000000001,0.9846938252449036
215,0.86,1.1500000000000001,0.967551052570343
225,0.86,1.1500000000000001,0.9853060841560364
185,0.88,1.1500000000000001,0.9853060841560364
195,0.88,1.1500000000000001,0.9844897985458374
205,0.88,1.1500000000000001,0.9563265442848206
215,0.88,1.1500000000000001,0.9848979711532593
225,0.88,1.1500000000000001,0.9851019978523254
185,0.9,1.1500000000000001,0.9693878293037415
195,0.9,1.1500000000000001,0.9371429085731506
205,0.9,1.1500000000000001,0.9538776278495789
215,0.9,1.1500000000000001,0.9857141971588135
225,0.9,1.1500000000000001,1.0
185,0.82,1.1800000000000002,0.9983673691749573
195,0.82,1.1800000000000002,0.982448935508728
205,0.82,1.1800000000000002,0.9853060841560364
215,0.82,1.1800000000000002,0.9848979711532593
225,0.82,1.1800000000000002,1.0
185,0.84,1.1800000000000002,1.0
195,0.84,1.1800000000000002,0.9967347383499146
205,0.84,1.1800000000000002,0.9855101704597473
215,0.84,1.1800000000000002,0.980204164981842
